symbol,asset_name,sector,industry,first_traded,index_inclusion
GFF,GRIFFON CORP,Industrials,Conglomerates,1973-05-03,
VSTO,VISTA OUTDOOR INC,Consumer Cyclical,Leisure,2015-02-06,
CC,CHEMOURS,Basic Materials,Specialty Chemicals,2015-06-19,
OUT,OUTFRONT MEDIA INC,Real Estate,REIT - Specialty,2014-03-28,
EWTX,EDGEWISE THERAPEUTICS INC,Healthcare,Biotechnology,2021-03-26,
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financial Services,Insurance - Diversified,2018-04-27,
TRN,TRINITY INDUSTRIES INC,Industrials,Railroads,1973-05-03,
AGR,AVANGRID INC,Utilities,Utilities - Regulated Electric,2015-12-17,
IPGP,IPG PHOTONICS CORP,Technology,Semiconductor Equipment & Materials,2006-12-13,
ALGM,ALLEGRO MICROSYSTEMS INC,Technology,Semiconductors,2020-10-29,
CXT,CRANE NXT,Industrials,Specialty Industrial Machinery,1980-03-17,
COMP,COMPASS INC CLASS A,Real Estate,Real Estate Services,2021-04-01,
GERN,GERON CORP,Healthcare,Biotechnology,1996-07-31,
PFS,PROVIDENT FINANCIAL SERVICES INC,Financial Services,Banks - Regional,2003-01-16,
URBN,URBAN OUTFITTERS INC,Consumer Cyclical,Apparel Retail,1993-11-09,
PLUS,EPLUS,Technology,Software - Application,1996-11-15,
EVH,EVOLENT HEALTH INC CLASS A,Healthcare,Health Information Services,2015-06-05,
JJSF,J AND J SNACK FOODS CORP,Consumer Defensive,Packaged Foods,1986-02-04,
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Technology,Semiconductor Equipment & Materials,1973-02-21,
AVA,AVISTA CORP,Utilities,Utilities - Diversified,1973-02-21,
CDE,COEUR MINING INC,Basic Materials,Gold,1980-03-17,
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financial Services,Mortgage Finance,2013-05-09,
UE,URBAN EDGE PROPERTIES,Real Estate,REIT - Retail,2015-01-16,
VIRT,VIRTU FINANCIAL INC CLASS A,Financial Services,Capital Markets,2015-04-16,
ASTH,ASTRANA HEALTH INC,Healthcare,Medical Care Facilities,2009-03-11,
CVBF,CVB FINANCIAL CORP,Financial Services,Banks - Regional,1983-04-04,
RIOT,RIOT PLATFORMS INC,Financial Services,Capital Markets,2016-03-31,
MP,MP MATERIALS CORP CLASS A,Basic Materials,Other Industrial Metals & Mining,2020-06-22,
IOVA,IOVANCE BIOTHERAPEUTICS INC,Healthcare,Biotechnology,2010-10-15,
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Cyclical,Resorts & Casinos,2016-04-27,
HBI,HANESBRANDS INC,Consumer Cyclical,Apparel Manufacturing,2006-09-06,
PINC,PREMIER INC CLASS A,Healthcare,Health Information Services,2013-09-26,
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Real Estate,Real Estate Services,2014-06-27,
JWN,NORDSTROM INC,Consumer Cyclical,Department Stores,1980-03-17,
VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financial Services,Asset Management,2018-02-08,
ALRM,ALARM.COM HOLDINGS INC,Technology,Software - Application,2015-06-26,
CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Utilities - Renewable,2015-05-15,
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financial Services,Asset Management,2013-03-07,
BANF,BANCFIRST CORP,Financial Services,Banks - Regional,1990-03-26,
CLSK,CLEANSPARK INC,Financial Services,Capital Markets,2016-11-16,
RKT,ROCKET COMPANIES INC CLASS A,Financial Services,Mortgage Finance,2020-08-06,
RYTM,RHYTHM PHARMACEUTICALS INC,Healthcare,Biotechnology,2017-10-09,
ARCB,ARCBEST CORP,Industrials,Trucking,1992-05-13,
BOKF,BOK FINANCIAL CORP,Financial Services,Banks - Regional,1991-09-05,
VSCO,VICTORIA S SECRET,Consumer Cyclical,Apparel Retail,2021-07-21,
YELP,YELP INC,Communication Services,Internet Content & Information,2012-03-02,
GH,GUARDANT HEALTH INC,Healthcare,Diagnostics & Research,2018-10-04,
CCS,CENTURY COMMUNITIES INC,Real Estate,Real Estate - Development,2014-06-18,
FLG,FLAGSTAR FINANCIAL INC,Financial Services,Banks - Regional,1993-11-23,
HNI,HNI CORP,Industrials,Business Equipment & Supplies,1980-03-17,
BFH,BREAD FINANCIAL HOLDINGS INC,Financial Services,Credit Services,2001-06-15,
FRSH,FRESHWORKS INC CLASS A,Technology,Software - Application,2021-09-22,
SHC,SOTERA HEALTH COMPANY,Healthcare,Diagnostics & Research,2020-11-20,
AMR,ALPHA METALLURGICAL RESOURCE INC,Basic Materials,Coking Coal,2021-02-08,
DV,DOUBLEVERIFY HOLDINGS INC,Technology,Software - Application,2021-04-21,
ENVA,ENOVA INTERNATIONAL INC,Financial Services,Credit Services,2014-11-13,
VC,VISTEON CORP,Consumer Cyclical,Auto Parts,2010-10-05,
AGYS,AGILYSYS INC,Technology,Software - Application,1980-03-17,
CORZ,CORE SCIENTIFIC INC,Technology,Software - Infrastructure,2024-01-24,
EVTC,EVERTEC INC,Technology,Software - Infrastructure,2013-04-12,
AKRO,AKERO THERAPEUTICS INC,Healthcare,Biotechnology,2019-06-20,
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,Real Estate Services,2017-12-15,
FFBC,FIRST FINANCIAL BANCORP,Financial Services,Banks - Regional,1983-12-21,
PAYO,PAYONEER GLOBAL INC,Technology,Software - Infrastructure,2020-10-16,
ENR,ENERGIZER HOLDINGS INC,Industrials,Electrical Equipment & Parts,2015-06-12,
BANR,BANNER CORP,Financial Services,Banks - Regional,1995-11-01,
BF-A,BROWN FORMAN CORP CLASS A,Consumer Defensive,Beverages - Wineries & Distilleries,1973-05-03,
DYN,DYNE THERAPEUTICS INC,Healthcare,Biotechnology,2020-09-17,
AKR,ACADIA REALTY TRUST REIT,Real Estate,REIT - Retail,1993-05-27,
HAYW,HAYWARD HOLDINGS INC,Industrials,Electrical Equipment & Parts,2021-03-12,
PRK,PARK NATIONAL CORP,Financial Services,Banks - Regional,1990-08-31,
MBC,MASTERBRAND INC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2022-12-09,
RPD,RAPID7 INC,Technology,Software - Infrastructure,2015-07-17,
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,REIT - Retail,2015-11-10,
IDYA,IDEAYA BIOSCIENCES INC,Healthcare,Biotechnology,2019-05-23,
IPAR,INTERPARFUMS INC,Consumer Defensive,Household & Personal Products,1988-02-04,
PSMT,PRICESMART INC,Consumer Defensive,Discount Stores,1997-09-02,
MTX,MINERALS TECHNOLOGIES INC,Basic Materials,Specialty Chemicals,1992-10-23,
TWST,TWIST BIOSCIENCE CORP,Healthcare,Diagnostics & Research,2018-10-31,
LAUR,LAUREATE EDUCATION INC,Consumer Defensive,Education & Training Services,2017-02-01,
LGIH,LGI HOMES INC,Consumer Cyclical,Residential Construction,2013-11-07,
OII,OCEANEERING INTERNATIONAL INC,Energy,Oil & Gas Equipment & Services,1975-10-31,
ZD,ZIFF DAVIS INC,Communication Services,Advertising Agencies,1999-07-23,
OSIS,OSI SYSTEMS INC,Technology,Electronic Components,1997-10-02,
WERN,WERNER ENTERPRISES INC,Industrials,Trucking,1986-06-20,
ABR,ARBOR REALTY TRUST REIT INC,Real Estate,REIT - Mortgage,2004-04-07,
GT,GOODYEAR TIRE & RUBBER,Consumer Cyclical,Auto Parts,1962-01-02,
CPRI,CAPRI HOLDINGS LTD,Consumer Cyclical,Luxury Goods,2011-12-15,
HWKN,HAWKINS INC,Basic Materials,Specialty Chemicals,1980-03-18,
KYMR,KYMERA THERAPEUTICS INC,Healthcare,Biotechnology,2020-08-21,
VERX,VERTEX INC CLASS A,Technology,Software - Application,2020-07-29,
AZTA,AZENTA INC,Healthcare,Medical Instruments & Supplies,1995-02-02,
ARWR,ARROWHEAD PHARMACEUTICALS INC,Healthcare,Biotechnology,1993-12-16,
PAR,PAR TECHNOLOGY CORP,Technology,Software - Application,1982-12-03,
WNS,WNS HOLDINGS LTD,Technology,Information Technology Services,2006-07-26,
VIAV,VIAVI SOLUTIONS INC,Technology,Communication Equipment,1993-11-17,
IESC,IES INC,Industrials,Engineering & Construction,1998-01-28,
DRS,LEONARDO DRS INC,Industrials,Aerospace & Defense,1985-06-24,
TBBK,BANCORP INC,Financial Services,Banks - Regional,2004-02-03,
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Consumer Cyclical,Gambling,1990-03-26,
LCID,LUCID GROUP INC,Consumer Cyclical,Auto Manufacturers,2020-09-18,
AHR,AMERICAN HEALTHCARE REIT INC,Real Estate,REIT - Healthcare Facilities,2024-02-07,
PHIN,PHINIA INC,Consumer Cyclical,Auto Parts,2023-07-05,
B,BARNES GROUP INC,Industrials,Specialty Industrial Machinery,1980-03-17,
MNKD,MANNKIND CORP,Healthcare,Biotechnology,2004-07-28,
ENOV,ENOVIS CORP,Industrials,Specialty Industrial Machinery,2008-05-08,
IRTC,IRHYTHM TECHNOLOGIES INC,Healthcare,Medical Devices,2016-10-20,
PPBI,PACFIC PREMIER BANCORP INC,Financial Services,Banks - Regional,1997-06-25,
TRMK,TRUSTMARK CORP,Financial Services,Banks - Regional,1980-03-17,
SGRY,SURGERY PARTNERS INC,Healthcare,Medical Care Facilities,2015-09-30,
APGE,APOGEE THERAPEUTICS INC,Healthcare,Biotechnology,2023-07-14,
FIVN,FIVE9 INC,Technology,Software - Infrastructure,2014-04-04,
GRBK,GREEN BRICK PARTNERS INC,Consumer Cyclical,Residential Construction,2007-06-20,
SXI,STANDEX INTERNATIONAL CORP,Industrials,Specialty Industrial Machinery,1973-02-21,
WAFD,WAFD INC,Financial Services,Banks - Regional,1982-11-09,
SWTX,SPRINGWORKS THERAPEUTICS INC,Healthcare,Biotechnology,2019-09-13,
BRZE,BRAZE INC CLASS A,Technology,Software - Application,2021-11-17,
VYX,NCR VOYIX CORP,Technology,Information Technology Services,1996-12-11,
CNXC,CONCENTRIX CORP,Technology,Information Technology Services,2020-11-24,
OMCL,OMNICELL INC,Healthcare,Health Information Services,2001-08-09,
NATL,NCR ATLEOS CORP,Technology,Software - Application,2023-10-16,
KMT,KENNAMETAL INC,Industrials,Tools & Accessories,1973-02-21,
AAP,ADVANCE AUTO PARTS INC,Consumer Cyclical,Specialty Retail,2001-11-29,
INTA,INTAPP INC,Technology,Software - Application,2021-06-30,
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,REIT - Hotel & Motel,2004-10-21,
EQC,EQUITY COMMONWEALTH REIT,Real Estate,REIT - Office,1986-12-17,
TOWN,TOWNEBANK,Financial Services,Banks - Regional,1999-05-05,
ADUS,ADDUS HOMECARE CORP,Healthcare,Medical Care Facilities,2009-10-28,
AIR,AAR CORP,Industrials,Aerospace & Defense,1980-03-17,
CRGY,CRESCENT ENERGY CLASS A,Energy,Oil & Gas Integrated,2021-12-08,
QDEL,QUIDELORTHO CORP,Healthcare,Medical Devices,1991-02-01,
RCM,R1 RCM INC,Healthcare,Health Information Services,2017-03-16,
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Building Products & Equipment,1993-11-05,
VSH,VISHAY INTERTECHNOLOGY INC,Technology,Semiconductors,1980-03-17,
RNST,RENASANT CORP,Financial Services,Banks - Regional,1992-04-24,
VSTS,VESTIS CORP,Industrials,Rental & Leasing Services,2023-10-03,
IBTX,INDEPENDENT BANK GROUP INC,Financial Services,Banks - Regional,2013-04-04,
IVT,INVENTRUST PROPERTIES CORP,Real Estate,REIT - Retail,2014-02-27,
DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication Services,Internet Content & Information,2021-09-30,
ADT,ADT INC,Industrials,Security & Protection Services,2018-01-19,
CURB,CURBLINE PROPERTIES,,,2024-09-26,
HURN,HURON CONSULTING GROUP INC,Industrials,Consulting Services,2004-10-13,
AIN,ALBANY INTERNATIONAL CORP CLASS A,Consumer Cyclical,Textile Manufacturing,1987-09-30,
KSS,KOHLS CORP,Consumer Cyclical,Department Stores,1992-05-19,
TTMI,TTM TECHNOLOGIES INC,Technology,Electronic Components,2000-09-25,
BIRK,BIRKENSTOCK HOLDING PLC,Consumer Cyclical,Footwear & Accessories,2023-10-11,
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Real Estate Services,2018-08-02,
KWR,QUAKER HOUGHTON CORP,Basic Materials,Specialty Chemicals,1980-03-17,
CRI,CARTERS INC,Consumer Cyclical,Apparel Retail,2003-10-28,
CAKE,CHEESECAKE FACTORY INC,Consumer Cyclical,Restaurants,1992-09-18,
CNMD,CONMED CORP,Healthcare,Medical Devices,1987-07-23,
PRVA,PRIVIA HEALTH GROUP INC,Healthcare,Health Information Services,2021-04-28,
MYRG,MYR GROUP INC,Industrials,Engineering & Construction,2008-08-13,
AI,C3 AI INC CLASS A,Technology,Software - Application,2020-12-09,
WSBC,WESBANCO INC,Financial Services,Banks - Regional,1987-05-08,
BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication Services,Entertainment,2016-04-18,
FRME,FIRST MERCHANTS CORP,Financial Services,Banks - Regional,1989-06-20,
PRKS,UNITED PARKS AND RESORTS INC,Consumer Cyclical,Leisure,2013-04-19,
AMPH,AMPHASTAR PHARMACEUTICALS INC,Healthcare,Drug Manufacturers - Specialty & Generic,2014-06-25,
EPC,EDGEWELL PERSONAL CARE,Consumer Defensive,Household & Personal Products,2000-03-27,
FLYW,FLYWIRE CORP,Technology,Software - Infrastructure,2021-05-26,
TRUP,TRUPANION INC,Financial Services,Insurance - Specialty,2014-07-18,
UFPT,UFP TECHNOLOGIES INC,Healthcare,Medical Devices,1993-12-17,
EXTR,EXTREME NETWORKS INC,Technology,Communication Equipment,1999-04-09,
APOG,APOGEE ENTERPRISES INC,Industrials,Building Products & Equipment,1973-05-03,
HI,HILLENBRAND INC,Industrials,Specialty Industrial Machinery,2008-03-28,
PLMR,PALOMAR HOLDINGS INC,Financial Services,Insurance - Property & Casualty,2019-04-17,
AMBA,AMBARELLA INC,Technology,Semiconductor Equipment & Materials,2012-10-10,
NBTB,NBT BANCORP INC,Financial Services,Banks - Regional,1992-03-17,
BANC,BANC OF CALIFORNIA INC,Financial Services,Banks - Regional,2002-08-23,
SRRK,SCHOLAR ROCK HOLDING CORP,Healthcare,Biotechnology,2018-05-25,
BCRX,BIOCRYST PHARMACEUTICALS INC,Healthcare,Biotechnology,1994-03-04,
AZZ,AZZ INC,Industrials,Specialty Business Services,1980-03-17,
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financial Services,Banks - Diversified,2016-09-16,
CALX,CALIX NETWORKS INC,Technology,Software - Infrastructure,2010-03-24,
STRA,STRATEGIC EDUCATION INC,Consumer Defensive,Education & Training Services,1996-07-25,
TNDM,TANDEM DIABETES CARE INC,Healthcare,Medical Devices,2013-11-14,
TFIN,TRIUMPH FINANCIAL INC,Financial Services,Banks - Regional,2014-11-07,
FBK,FB FINANCIAL CORP,Financial Services,Banks - Regional,2016-09-16,
JOBY,JOBY AVIATION INC CLASS A,Industrials,Airports & Air Services,2020-11-09,
LBPH,LONGBOARD PHARMACEUTICALS INC,Healthcare,Biotechnology,2021-03-12,
PRM,PERIMETER SOLUTIONS SA,Basic Materials,Specialty Chemicals,2021-11-09,
VCEL,VERICEL CORP,Healthcare,Biotechnology,1997-02-04,
MTRN,MATERION CORP,Basic Materials,Other Industrial Metals & Mining,1980-03-17,
AGX,ARGAN INC,Industrials,Engineering & Construction,1995-08-18,
ACAD,ACADIA PHARMACEUTICALS INC,Healthcare,Biotechnology,2004-05-27,
PPC,PILGRIMS PRIDE CORP,Consumer Defensive,Packaged Foods,1987-12-30,
QS,QUANTUMSCAPE CORP CLASS A,Consumer Cyclical,Auto Parts,2020-08-17,
GEO,GEO GROUP REIT INC,Industrials,Security & Protection Services,1994-07-27,
ROG,ROGERS CORP,Technology,Electronic Components,1980-03-17,
MYGN,MYRIAD GENETICS INC,Healthcare,Diagnostics & Research,1995-10-06,
BE,BLOOM ENERGY CLASS A CORP,Industrials,Electrical Equipment & Parts,2018-07-25,
JANX,JANUX THERAPEUTICS INC,Healthcare,Biotechnology,2021-06-11,
CABO,CABLE ONE INC,Communication Services,Telecom Services,2015-06-11,
GBX,GREENBRIER INC,Industrials,Railroads,1994-07-14,
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financial Services,Banks - Regional,2003-07-15,
INFA,INFORMATICA INC CLASS A,Technology,Software - Infrastructure,2021-10-27,
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Tools & Accessories,2020-12-03,
SYBT,STOCK YARDS BANCORP INC,Financial Services,Banks - Regional,1993-03-24,
FWONA,LIBERTY MEDIA FORMULA ONE CORP SER,Communication Services,Entertainment,2013-01-10,
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,REIT - Hotel & Motel,2005-05-26,
LZB,LA-Z-BOY INC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1973-02-21,
ADNT,ADIENT PLC,Consumer Cyclical,Auto Parts,2016-10-17,
OI,O I GLASS INC,Consumer Cyclical,Packaging & Containers,1991-12-11,
TXG,10X GENOMICS INC CLASS A,Healthcare,Health Information Services,2019-09-12,
FL,FOOT LOCKER INC,Consumer Cyclical,Apparel Retail,1962-01-02,
LEN-B,LENNAR CORP CLASS B,Consumer Cyclical,Residential Construction,2003-04-23,
PD,PAGERDUTY INC,Technology,Software - Application,2019-04-11,
THS,TREEHOUSE FOODS INC,Consumer Defensive,Packaged Foods,2005-06-28,
UPBD,UPBOUND GROUP INC,Technology,Software - Application,1995-01-25,
AVPT,AVEPOINT INC CLASS A,Technology,Software - Infrastructure,2019-11-05,
MCY,MERCURY GENERAL CORP,Financial Services,Insurance - Property & Casualty,1985-11-20,
STC,STEWART INFO SERVICES CORP,Financial Services,Insurance - Property & Casualty,1973-02-21,
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Consumer Cyclical,Leisure,2023-05-02,
CASH,PATHWARD FINANCIAL INC,Financial Services,Banks - Regional,1993-09-20,
VSEC,VSE CORP,Industrials,Aerospace & Defense,1982-10-22,
IMVT,IMMUNOVANT INC,Healthcare,Biotechnology,2019-06-21,
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Oil & Gas Midstream,2018-11-13,
MLKN,MILLERKNOLL INC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1980-03-17,
OCUL,OCULAR THERAPEUTIX INC,Healthcare,Biotechnology,2014-07-25,
KOS,KOSMOS ENERGY LTD,Energy,Oil & Gas E&P,2011-05-11,
NEO,NEOGENOMICS INC,Healthcare,Diagnostics & Research,2004-03-16,
INSW,INTERNATIONAL SEAWAYS INC,Energy,Oil & Gas Midstream,2016-11-16,
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Cyclical,Leisure,2017-11-17,
WKC,WORLD KINECT CORP,Energy,Oil & Gas Refining & Marketing,1986-08-28,
BEAM,BEAM THERAPEUTICS INC,Healthcare,Biotechnology,2020-02-06,
PRG,PROG HOLDINGS INC,Industrials,Rental & Leasing Services,1982-11-04,
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financial Services,Credit Services,1994-02-10,
ALKT,ALKAMI TECHNOLOGY INC,Technology,Software - Application,2021-04-14,
BHE,BENCHMARK ELECTRONICS INC,Technology,Electronic Components,1990-06-27,
JBLU,JETBLUE AIRWAYS CORP,Industrials,Airlines,2002-04-12,
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Cyclical,Restaurants,1993-06-08,
PDCO,PATTERSON COMPANIES INC,Healthcare,Medical Distribution,1992-10-28,
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,Utilities - Regulated Electric,1973-02-21,
KN,KNOWLES CORP,Technology,Electronic Components,2014-02-14,
OFG,OFG BANCORP,Financial Services,Banks - Regional,1987-03-26,
CAR,AVIS BUDGET GROUP INC,Industrials,Rental & Leasing Services,1983-09-14,
KAR,OPENLANE INC,Consumer Cyclical,Auto & Truck Dealerships,2009-12-11,
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,Real Estate,REIT - Retail,2009-11-03,
CGON,CG ONCOLOGY INC,Healthcare,Biotechnology,2024-01-25,
PACS,PACS GROUP INC,Healthcare,Medical Care Facilities,2024-04-11,
PRDO,PERDOCEO EDUCATION CORP,Consumer Defensive,Education & Training Services,1998-01-29,
SBCF,SEACOAST BANKING OF FLORIDA,Financial Services,Banks - Regional,1984-02-02,
ANDE,ANDERSONS INC,Consumer Defensive,Food Distribution,1996-02-20,
SUPN,SUPERNUS PHARMACEUTICALS INC,Healthcare,Drug Manufacturers - Specialty & Generic,2012-05-01,
TRIP,TRIPADVISOR INC,Consumer Cyclical,Travel Services,2011-12-07,
CHCO,CITY HOLDING,Financial Services,Banks - Regional,1987-06-26,
DVAX,DYNAVAX TECHNOLOGIES CORP,Healthcare,Drug Manufacturers - Specialty & Generic,2004-02-19,
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Defensive,Packaged Foods,2007-02-06,
SCL,STEPAN,Basic Materials,Specialty Chemicals,1973-02-21,
CODI,COMPASS DIVERSIFIED,Industrials,Conglomerates,2006-05-18,
WULF,TERAWULF INC,Financial Services,Capital Markets,1994-04-05,
WRBY,WARBY PARKER INC CLASS A,Healthcare,Medical Instruments & Supplies,2021-09-29,
WGO,WINNEBAGO INDUSTRIES INC,Consumer Cyclical,Recreational Vehicles,1973-02-21,
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,REIT - Hotel & Motel,2015-02-04,
GOLF,ACUSHNET HOLDINGS CORP,Consumer Cyclical,Leisure,2016-10-28,
VECO,VEECO INSTRUMENTS INC,Technology,Semiconductor Equipment & Materials,1994-11-29,
LEG,LEGGETT & PLATT INC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1980-03-17,
JOE,ST JOE,Real Estate,Real Estate - Diversified,1990-03-23,
JAMF,JAMF HOLDING CORP,Technology,Software - Application,2020-07-22,
SMMT,SUMMIT THERAPEUTICS INC,Healthcare,Biotechnology,2015-03-05,
WOLF,WOLFSPEED INC,Technology,Semiconductors,1993-02-09,
AMWD,AMERICAN WOODMARK CORP,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1986-07-18,
TARS,TARSUS PHARMACEUTICALS INC,Healthcare,Biotechnology,2020-10-16,
CLDX,CELLDEX THERAPEUTICS INC,Healthcare,Biotechnology,1986-05-15,
VERA,VERA THERAPEUTICS INC CLASS A,Healthcare,Biotechnology,2021-05-14,
NRIX,NURIX THERAPEUTICS INC,Healthcare,Biotechnology,2020-07-24,
SMR,NUSCALE POWER CORP CLASS A,Industrials,Specialty Industrial Machinery,2022-03-01,
UAA,UNDER ARMOUR INC CLASS A,Consumer Cyclical,Apparel Manufacturing,2005-11-18,
GNL,GLOBAL NET LEASE INC,Real Estate,REIT - Diversified,2015-06-02,
STR,SITIO ROYALTIES CORP CLASS A,Energy,Oil & Gas E&P,2017-10-30,
SJW,SJW GROUP,Utilities,Utilities - Regulated Water,1972-06-01,
WVE,WAVE LIFE SCIENCES LTD,Healthcare,Biotechnology,2015-11-11,
HEES,H AND E EQUIPMENT SERVICES INC,Industrials,Rental & Leasing Services,2006-01-31,
MRCY,MERCURY SYSTEMS INC,Industrials,Aerospace & Defense,1998-01-30,
HTH,HILLTOP HOLDINGS INC,Financial Services,Banks - Regional,2004-02-19,
MGNI,MAGNITE INC,Communication Services,Advertising Agencies,2014-04-02,
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Technology,Software - Infrastructure,2018-01-24,
CXW,CORECIVIC REIT INC,Industrials,Security & Protection Services,1997-07-15,
LMAT,LEMAITRE VASCULAR INC,Healthcare,Medical Instruments & Supplies,2006-10-19,
ZUO,ZUORA INC CLASS A,Technology,Software - Infrastructure,2018-04-12,
WLY,JOHN WILEY AND SONS INC CLASS A,Communication Services,Publishing,1972-06-02,
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Trucking,2017-04-06,
RAMP,LIVERAMP HOLDINGS INC,Technology,Software - Infrastructure,1983-12-14,
BLBD,BLUE BIRD CORP,Industrials,Farm & Heavy Construction Machinery,2014-03-20,
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication Services,Telecom Services,2015-06-23,
RLJ,RLJ LODGING TRUST REIT,Real Estate,REIT - Hotel & Motel,2011-05-11,
WT,WISDOMTREE INC,Financial Services,Asset Management,1993-03-04,
ALAB,ASTERA LABS INC,Technology,Semiconductors,2024-03-20,
AVDX,AVIDXCHANGE HOLDINGS INC,Technology,Software - Infrastructure,2021-10-13,
LGND,LIGAND PHARMACEUTICALS INC,Healthcare,Biotechnology,1992-11-18,
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,REIT - Hotel & Motel,2009-12-09,
RXST,RXSIGHT INC,Healthcare,Medical Devices,2021-07-30,
UPWK,UPWORK INC,Communication Services,Internet Content & Information,2018-10-03,
TROX,TRONOX HOLDINGS PLC,Basic Materials,Chemicals,2010-12-01,
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Healthcare,Biotechnology,2014-06-18,
CTS,CTS CORP,Technology,Electronic Components,1980-03-17,
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,REIT - Diversified,2013-10-02,
GPOR,GULFPORT ENERGY CORP,Energy,Oil & Gas E&P,2021-05-18,
NVCR,NOVOCURE LTD,Healthcare,Medical Devices,2015-10-01,
HELE,HELEN OF TROY LTD,Consumer Defensive,Household & Personal Products,1976-07-08,
NGVT,INGEVITY CORP,Basic Materials,Specialty Chemicals,2016-05-03,
NHC,NATIONAL HEALTHCARE CORP,Healthcare,Medical Care Facilities,1987-01-02,
TGLS,TECNOGLASS INC,Basic Materials,Building Materials,2012-05-10,
ALG,ALAMO GROUP INC,Industrials,Farm & Heavy Construction Machinery,1993-03-19,
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Healthcare,Drug Manufacturers - Specialty & Generic,2018-05-07,
FOXF,FOX FACTORY HOLDING CORP,Consumer Cyclical,Auto Parts,2013-08-08,
KROS,KEROS THERAPEUTICS INC,Healthcare,Biotechnology,2020-04-08,
SONO,SONOS INC,Technology,Consumer Electronics,2018-08-02,
TNC,TENNANT,Industrials,Specialty Industrial Machinery,1973-02-22,
UA,UNDER ARMOUR INC CLASS C,Consumer Cyclical,Apparel Manufacturing,2016-03-23,
HMN,HORACE MANN EDUCATORS CORP,Financial Services,Insurance - Property & Casualty,1991-11-15,
PLUG,PLUG POWER INC,Industrials,Electrical Equipment & Parts,1999-10-29,
ELME,ELME,Real Estate,REIT - Residential,1980-03-17,
TDOC,TELADOC HEALTH INC,Healthcare,Health Information Services,2015-06-30,
ATRC,ATRICURE INC,Healthcare,Medical Instruments & Supplies,2005-08-05,
MIRM,MIRUM PHARMACEUTICALS INC,Healthcare,Biotechnology,2019-07-18,
QCRH,QCR HOLDINGS INC,Financial Services,Banks - Regional,1993-10-06,
REVG,REV GROUP INC,Industrials,Farm & Heavy Construction Machinery,2017-01-27,
VRE,VERIS RESIDENTIAL INC,Real Estate,REIT - Residential,1994-08-25,
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication Services,Entertainment,2013-12-18,
GEF,GREIF INC CLASS A,Consumer Cyclical,Packaging & Containers,1996-02-28,
JBGS,JBG SMITH PROPERTIES,Real Estate,REIT - Office,2017-07-06,
NVAX,NOVAVAX INC,Healthcare,Biotechnology,1995-12-05,
WABC,WESTAMERICA BANCORPORATION,Financial Services,Banks - Regional,1980-03-17,
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Industrials,Security & Protection Services,1981-12-29,
DDS,DILLARDS INC CLASS A,Consumer Cyclical,Department Stores,1980-03-17,
CNA,CNA FINANCIAL CORP,Financial Services,Insurance - Property & Casualty,1973-02-21,
