symbol,asset_name,sector,industry,first_traded,index_inclusion
AAPL,APPLE INC,Technology,Consumer Electronics,1980-12-12,1982-11-30
NVDA,NVIDIA CORP,Technology,Semiconductors,1999-01-22,2001-11-30
MSFT,MICROSOFT CORP,Technology,Software - Infrastructure,1986-03-13,1994-06-01
AMZN,AMAZON COM INC,Consumer Cyclical,Internet Retail,1997-05-15,2005-11-18
META,META PLATFORMS INC CLASS A,Communication Services,Internet Content & Information,2012-05-18,2013-12-23
GOOGL,ALPHABET INC CLASS A,Communication Services,Internet Content & Information,2004-08-19,2014-04-03
GOOG,ALPHABET INC CLASS C,Communication Services,Internet Content & Information,2004-08-19,2006-04-03
BRK-A,BERKSHIRE HATHAWAY INC CLASS A,Financial Services,Insurance - Diversified,1980-03-17,2010-02-16
BRK-B,BERKSHIRE HATHAWAY INC CLASS B,Financial Services,Insurance - Diversified,1996-05-09,2010-02-16
AVGO,BROADCOM INC,Technology,Semiconductors,2009-08-06,2014-05-08
TSLA,TESLA INC,Consumer Cyclical,Auto Manufacturers,2010-06-29,2020-12-21
LLY,ELI LILLY,Healthcare,Drug Manufacturers - General,1972-06-01,1970-12-31
JPM,JPMORGAN CHASE & CO,Financial Services,Banks - Diversified,1980-03-17,1975-06-30
XOM,EXXON MOBIL CORP,Energy,Oil & Gas Integrated,1962-01-02,1957-03-04
UNH,UNITEDHEALTH GROUP INC,Healthcare,Healthcare Plans,1984-10-17,1994-07-01
V,VISA INC CLASS A,Financial Services,Credit Services,2008-03-19,2009-12-21
MA,MASTERCARD INC CLASS A,Financial Services,Credit Services,2006-05-25,2008-07-18
HD,HOME DEPOT INC,Consumer Cyclical,Home Improvement Retail,1981-09-22,1988-03-31
PG,PROCTER & GAMBLE,Consumer Defensive,Household & Personal Products,1962-01-02,1957-03-04
COST,COSTCO WHOLESALE CORP,Consumer Defensive,Discount Stores,1986-07-09,1993-10-01
JNJ,JOHNSON & JOHNSON,Healthcare,Drug Manufacturers - General,1962-01-02,1973-06-30
ABBV,ABBVIE INC,Healthcare,Drug Manufacturers - General,2013-01-02,2012-12-31
WMT,WALMART INC,Consumer Defensive,Discount Stores,1972-08-25,1982-08-31
NFLX,NETFLIX INC,Communication Services,Entertainment,2002-05-23,2010-12-20
BAC,BANK OF AMERICA CORP,Financial Services,Banks - Diversified,1973-02-21,1976-06-30
CRM,SALESFORCE INC,Technology,Software - Application,2004-06-23,2008-09-15
ORCL,ORACLE CORP,Technology,Software - Infrastructure,1986-03-12,1989-08-31
MRK,MERCK & CO INC,Healthcare,Drug Manufacturers - General,1962-01-02,1957-03-04
CVX,CHEVRON CORP,Energy,Oil & Gas Integrated,1962-01-02,1957-03-04
KO,COCA-COLA,Consumer Defensive,Beverages - Non-Alcoholic,1962-01-02,1957-03-04
AMD,ADVANCED MICRO DEVICES INC,Technology,Semiconductors,1980-03-17,2017-03-20
PEP,PEPSICO INC,Consumer Defensive,Beverages - Non-Alcoholic,1972-06-01,1957-03-04
WFC,WELLS FARGO,Financial Services,Banks - Diversified,1972-06-01,1976-06-30
CSCO,CISCO SYSTEMS INC,Technology,Communication Equipment,1990-02-16,1993-12-01
LIN,LINDE PLC,Basic Materials,Specialty Chemicals,1992-06-17,1992-07-01
ACN,ACCENTURE PLC CLASS A,Technology,Information Technology Services,2001-07-19,2011-07-06
ADBE,ADOBE INC,Technology,Software - Infrastructure,1986-08-13,1997-05-05
MCD,MCDONALDS CORP,Consumer Cyclical,Restaurants,1966-07-05,1970-06-30
TMO,THERMO FISHER SCIENTIFIC INC,Healthcare,Diagnostics & Research,1980-03-17,2004-08-03
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Defensive,Tobacco,2008-03-17,2008-03-31
ABT,ABBOTT LABORATORIES,Healthcare,Medical Devices,1980-03-17,1957-03-04
NOW,SERVICENOW INC,Technology,Software - Application,2012-06-29,2019-11-21
IBM,INTERNATIONAL BUSINESS MACHINES CO,Technology,Information Technology Services,1962-01-02,1957-03-04
GE,GE AEROSPACE,Industrials,Aerospace & Defense,1962-01-02,1957-03-04
TXN,TEXAS INSTRUMENT INC,Technology,Semiconductors,1972-06-01,2001-03-12
CAT,CATERPILLAR INC,Industrials,Farm & Heavy Construction Machinery,1962-01-02,1957-03-04
QCOM,QUALCOMM INC,Technology,Semiconductors,1991-12-13,1999-07-22
ISRG,INTUITIVE SURGICAL INC,Healthcare,Medical Instruments & Supplies,2000-06-16,2008-06-02
VZ,VERIZON COMMUNICATIONS INC,Communication Services,Telecom Services,1983-11-21,1983-11-30
DIS,WALT DISNEY,Communication Services,Entertainment,1962-01-02,1976-06-30
AMGN,AMGEN INC,Healthcare,Drug Manufacturers - General,1983-06-17,1992-01-02
CMCSA,COMCAST CORP CLASS A,Communication Services,Telecom Services,1980-03-17,2002-11-19
INTU,INTUIT INC,Technology,Software - Application,1993-03-12,2000-12-05
GS,GOLDMAN SACHS GROUP INC,Financial Services,Capital Markets,1999-05-04,2002-07-22
NEE,NEXTERA ENERGY INC,Utilities,Utilities - Regulated Electric,1973-02-21,1976-06-30
T,AT&T INC,Communication Services,Telecom Services,1983-11-21,1983-11-30
RTX,RTX CORP,Industrials,Aerospace & Defense,1962-04-02,1957-03-04
PFE,PFIZER INC,Healthcare,Drug Manufacturers - General,1972-06-01,1957-03-04
BKNG,BOOKING HOLDINGS INC,Consumer Cyclical,Travel Services,1999-03-31,2009-11-06
DHR,DANAHER CORP,Healthcare,Diagnostics & Research,1978-12-29,1998-11-18
AMAT,APPLIED MATERIAL INC,Technology,Semiconductor Equipment & Materials,1980-03-17,1995-03-16
AXP,AMERICAN EXPRESS,Financial Services,Credit Services,1972-06-01,1976-06-30
SPGI,S&P GLOBAL INC,Financial Services,Financial Data & Stock Exchanges,1973-02-21,1957-03-04
LOW,LOWES COMPANIES INC,Consumer Cyclical,Home Improvement Retail,1980-03-17,1984-02-29
BLK,BLACKROCK INC,Financial Services,Asset Management,1999-10-01,2011-04-04
UBER,UBER TECHNOLOGIES INC,Technology,Software - Application,2019-05-10,2023-12-18
UNP,UNION PACIFIC CORP,Industrials,Railroads,1980-01-02,1957-03-04
PGR,PROGRESSIVE CORP,Financial Services,Insurance - Property & Casualty,1980-03-17,1997-08-04
MS,MORGAN STANLEY,Financial Services,Capital Markets,1993-02-23,1993-07-29
HON,HONEYWELL INTERNATIONAL INC,Industrials,Conglomerates,1962-01-02,1957-03-04
ETN,EATON PLC,Industrials,Specialty Industrial Machinery,1972-06-01,1957-03-04
SYK,STRYKER CORP,Healthcare,Medical Devices,1980-03-17,2000-12-12
COP,CONOCOPHILLIPS,Energy,Oil & Gas E&P,1981-12-31,1957-03-04
TJX,TJX INC,Consumer Cyclical,Apparel Retail,1987-06-26,1985-09-30
BSX,BOSTON SCIENTIFIC CORP,Healthcare,Medical Devices,1992-05-19,1995-02-24
VRTX,VERTEX PHARMACEUTICALS INC,Healthcare,Biotechnology,1991-07-24,2013-09-23
C,CITIGROUP INC,Financial Services,Banks - Diversified,1977-01-03,1988-05-31
ADP,AUTOMATIC DATA PROCESSING INC,Technology,Software - Application,1980-03-17,1981-03-31
BX,BLACKSTONE INC,Financial Services,Asset Management,2007-06-22,2023-09-18
LMT,LOCKHEED MARTIN CORP,Industrials,Aerospace & Defense,1977-01-03,1957-03-04
MDT,MEDTRONIC PLC,Healthcare,Medical Devices,1973-05-02,1986-10-31
CB,CHUBB LTD,Financial Services,Insurance - Property & Casualty,1993-03-25,2010-07-15
FI,FISERV INC,Technology,Information Technology Services,1986-09-25,2001-04-02
BMY,BRISTOL MYERS SQUIBB,Healthcare,Drug Manufacturers - General,1972-06-01,1957-03-04
GILD,GILEAD SCIENCES INC,Healthcare,Drug Manufacturers - General,1992-01-22,2004-07-01
PANW,PALO ALTO NETWORKS INC,Technology,Software - Infrastructure,2012-07-20,2023-06-20
ADI,ANALOG DEVICES INC,Technology,Semiconductors,1980-03-17,1999-10-12
SBUX,STARBUCKS CORP,Consumer Cyclical,Restaurants,1992-06-26,2000-06-07
MU,MICRON TECHNOLOGY INC,Technology,Semiconductors,1984-06-01,1994-09-27
MMC,MARSH & MCLENNAN INC,Financial Services,Insurance Brokers,1973-02-21,1987-08-31
TMUS,T MOBILE US INC,Communication Services,Telecom Services,2007-04-19,2019-07-15
SCHW,CHARLES SCHWAB CORP,Financial Services,Capital Markets,1987-09-22,1997-06-02
PLD,PROLOGIS REIT INC,Real Estate,REIT - Industrial,1997-11-21,2003-07-17
BA,BOEING,Industrials,Aerospace & Defense,1962-01-02,1957-03-04
DE,DEERE,Industrials,Farm & Heavy Construction Machinery,1972-06-01,1957-03-04
AMT,AMERICAN TOWER REIT CORP,Real Estate,REIT - Specialty,1998-02-27,2007-11-19
SO,SOUTHERN,Utilities,Utilities - Regulated Electric,1981-12-31,1957-03-04
ANET,ARISTA NETWORKS INC,Technology,Computer Hardware,2014-06-06,2018-08-28
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Integrated Freight & Logistics,1999-11-10,2002-07-22
LRCX,LAM RESEARCH CORP,Technology,Semiconductor Equipment & Materials,1984-05-04,2012-06-29
ELV,ELEVANCE HEALTH INC,Healthcare,Healthcare Plans,2001-10-30,2002-07-25
MO,ALTRIA GROUP INC,Consumer Defensive,Tobacco,1962-01-02,1957-03-04
KKR,KKR AND CO INC,Financial Services,Asset Management,2010-07-15,2024-06-24
NKE,NIKE INC CLASS B,Consumer Cyclical,Footwear & Accessories,1980-12-02,1988-11-30
INTC,INTEL CORPORATION CORP,Technology,Semiconductors,1980-03-17,1976-12-31
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Defensive,Confectioners,2001-06-13,2012-10-02
KLAC,KLA CORP,Technology,Semiconductor Equipment & Materials,1980-10-08,1997-09-30
DUK,DUKE ENERGY CORP,Utilities,Utilities - Regulated Electric,1980-03-17,1976-06-30
ICE,INTERCONTINENTAL EXCHANGE INC,Financial Services,Financial Data & Stock Exchanges,2005-11-16,2007-09-26
REGN,REGENERON PHARMACEUTICALS INC,Healthcare,Biotechnology,1991-04-02,2013-05-01
CI,CIGNA,Healthcare,Healthcare Plans,1982-03-31,1976-06-30
WM,WASTE MANAGEMENT INC,Industrials,Waste Management,1988-06-22,1998-08-31
EQIX,EQUINIX REIT INC,Real Estate,REIT - Specialty,2000-08-11,2015-03-20
SHW,SHERWIN WILLIAMS,Basic Materials,Specialty Chemicals,1980-03-17,1964-06-30
TT,TRANE TECHNOLOGIES PLC,Industrials,Building Products & Equipment,1980-03-17,2010-11-17
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Technology,Software - Infrastructure,2020-09-30,2024-09-23
CEG,CONSTELLATION ENERGY CORP,Utilities,Utilities - Renewable,2022-01-19,2022-02-02
GEV,GE VERNOVA INC,Utilities,Utilities - Renewable,2024-04-01,2024-04-02
ZTS,ZOETIS INC CLASS A,Healthcare,Drug Manufacturers - Specialty & Generic,2013-02-01,2013-06-21
WELL,WELLTOWER INC,Real Estate,REIT - Healthcare Facilities,1980-03-19,2009-01-30
PYPL,PAYPAL HOLDINGS INC,Financial Services,Credit Services,2015-07-06,2015-07-20
PH,PARKER-HANNIFIN CORP,Industrials,Specialty Industrial Machinery,1980-03-17,1985-11-30
CME,CME GROUP INC CLASS A,Financial Services,Financial Data & Stock Exchanges,2002-12-06,2006-08-11
GD,GENERAL DYNAMICS CORP,Industrials,Aerospace & Defense,1962-01-02,1957-03-04
APH,AMPHENOL CORP CLASS A,Technology,Electronic Components,1991-11-08,2008-09-30
SNPS,SYNOPSYS INC,Technology,Software - Infrastructure,1992-02-26,2017-03-16
ITW,ILLINOIS TOOL INC,Industrials,Specialty Industrial Machinery,1973-03-13,1986-02-28
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Cyclical,Restaurants,2006-01-26,2011-04-28
CL,COLGATE-PALMOLIVE,Consumer Defensive,Household & Personal Products,1973-05-02,1957-03-04
CDNS,CADENCE DESIGN SYSTEMS INC,Technology,Software - Application,1987-06-10,2017-09-18
USB,US BANCORP,Financial Services,Banks - Regional,1973-05-03,1999-11-01
PNC,PNC FINANCIAL SERVICES GROUP INC,Financial Services,Banks - Regional,1975-11-17,1988-04-30
APO,APOLLO GLOBAL MANAGEMENT INC,Financial Services,Asset Management,2011-03-30,
MSI,MOTOROLA SOLUTIONS INC,Technology,Communication Equipment,1962-01-02,1957-03-04
MCO,MOODYS CORP,Financial Services,Financial Data & Stock Exchanges,1994-10-31,1998-07-01
AON,AON PLC CLASS A,Financial Services,Insurance Brokers,1980-06-02,1996-04-23
MMM,3M,Industrials,Conglomerates,1962-01-02,1957-03-04
CVS,CVS HEALTH CORP,Healthcare,Healthcare Plans,1973-02-21,1957-03-04
CTAS,CINTAS CORP,Industrials,Specialty Business Services,1983-08-19,2001-03-01
TDG,TRANSDIGM GROUP INC,Industrials,Aerospace & Defense,2006-03-15,2016-06-03
NOC,NORTHROP GRUMMAN CORP,Industrials,Aerospace & Defense,1981-12-31,1957-03-04
EOG,EOG RESOURCES INC,Energy,Oil & Gas E&P,1989-10-04,2000-11-02
TGT,TARGET CORP,Consumer Defensive,Discount Stores,1973-02-21,1976-12-31
APD,AIR PRODUCTS AND CHEMICALS INC,Basic Materials,Specialty Chemicals,1980-03-17,1985-04-30
MRVL,MARVELL TECHNOLOGY INC,Technology,Semiconductors,2000-06-30,2022/07/01
HCA,HCA HEALTHCARE INC,Healthcare,Medical Care Facilities,2011-03-10,2015-01-27
BDX,BECTON DICKINSON,Healthcare,Medical Instruments & Supplies,1973-02-21,1972-09-30
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Technology,Software - Infrastructure,2019-06-12,2024-06-24
ORLY,OREILLY AUTOMOTIVE INC,Consumer Cyclical,Specialty Retail,1993-04-23,2009-03-27
CSX,CSX CORP,Industrials,Railroads,1980-11-03,1957-03-04
CRH,CRH PUBLIC LIMITED PLC,Basic Materials,Building Materials,1989-07-13,
MCK,MCKESSON CORP,Healthcare,Medical Distribution,1994-11-10,1999-01-13
FCX,FREEPORT MCMORAN INC,Basic Materials,Copper,1995-07-10,2011-07-01
WMB,WILLIAMS INC,Energy,Oil & Gas Midstream,1981-12-31,1975-03-31
FDX,FEDEX CORP,Industrials,Integrated Freight & Logistics,1978-04-12,1980-12-31
EMR,EMERSON ELECTRIC,Industrials,Specialty Industrial Machinery,1972-06-01,1965-03-31
COF,CAPITAL ONE FINANCIAL CORP,Financial Services,Credit Services,1994-11-16,1998-07-01
ECL,ECOLAB INC,Basic Materials,Specialty Chemicals,1973-02-21,1989-01-31
ADSK,AUTODESK INC,Technology,Software - Application,1985-06-28,1989-12-01
AJG,ARTHUR J GALLAGHER,Financial Services,Insurance Brokers,1984-06-20,2016-05-31
CARR,CARRIER GLOBAL CORP,Industrials,Building Products & Equipment,2020-03-19,2020-04-03
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Cyclical,Lodging,1998-03-23,1998-05-29
ABNB,AIRBNB INC CLASS A,Consumer Cyclical,Travel Services,2020-12-10,2023-09-18
AFL,AFLAC INC,Financial Services,Insurance - Life,1980-03-17,1999-05-28
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Cyclical,Lodging,2013-12-12,2017-06-19
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,REIT - Specialty,2004-10-29,2016-05-18
SLB,SCHLUMBERGER NV,Energy,Oil & Gas Equipment & Services,1981-12-31,1957-03-04
TFC,TRUIST FINANCIAL CORP,Financial Services,Banks - Regional,1980-03-18,1997-12-04
ROP,ROPER TECHNOLOGIES INC,Technology,Software - Application,1992-02-13,2009-12-23
GM,GENERAL MOTORS,Consumer Cyclical,Auto Manufacturers,2010-11-18,2013-06-06
NSC,NORFOLK SOUTHERN CORP,Industrials,Railroads,1982-06-02,1957-03-04
OKE,ONEOK INC,Energy,Oil & Gas Midstream,1980-10-01,2010-03-15
SPOT,SPOTIFY TECHNOLOGY SA,Communication Services,Internet Content & Information,2018-04-03,
TRV,TRAVELERS COMPANIES INC,Financial Services,Insurance - Property & Casualty,1975-11-17,2002-08-21
BK,BANK OF NEW YORK MELLON CORP,Financial Services,Banks - Diversified,1973-05-03,1995-03-31
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,REIT - Retail,1993-12-14,2002-06-26
DASH,DOORDASH INC CLASS A,Communication Services,Internet Content & Information,2020-12-09,2022/12/01
URI,UNITED RENTALS INC,Industrials,Rental & Leasing Services,1997-12-18,2014-09-20
PCAR,PACCAR INC,Industrials,Farm & Heavy Construction Machinery,1980-03-17,1980-12-31
TTD,TRADE DESK INC CLASS A,Technology,Software - Application,2016-09-21,2021/12/01
SRE,SEMPRA,Utilities,Utilities - Diversified,1998-06-29,2017-03-17
NEM,NEWMONT,Basic Materials,Gold,1980-03-17,1969-06-30
PSA,PUBLIC STORAGE REIT,Real Estate,REIT - Industrial,1980-11-18,2005-08-19
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Utilities - Regulated Electric,1962-01-02,1957-03-04
O,REALTY INCOME REIT CORP,Real Estate,REIT - Retail,1994-10-18,2015-04-07
AZO,AUTOZONE INC,Consumer Cyclical,Specialty Retail,1991-04-02,1997-01-02
AMP,AMERIPRISE FINANCE INC,Financial Services,Asset Management,2005-09-15,2005-10-03
MPC,MARATHON PETROLEUM CORP,Energy,Oil & Gas Refining & Marketing,2011-06-24,2011-07-01
PSX,PHILLIPS,Energy,Oil & Gas Refining & Marketing,2012-04-12,2012-05-01
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Building Products & Equipment,1987-09-28,2010-08-27
FIS,FIDELITY NATIONAL INFORMATION SERV,Technology,Information Technology Services,2001-06-20,2006-11-10
DHI,D R HORTON INC,Consumer Cyclical,Residential Construction,1992-06-05,2005-06-22
D,DOMINION ENERGY INC,Utilities,Utilities - Regulated Electric,1980-03-17,2016-11-30
FTNT,FORTINET INC,Technology,Software - Infrastructure,2009-11-18,2018-10-11
AIG,AMERICAN INTERNATIONAL GROUP INC,Financial Services,Insurance - Diversified,1973-01-02,1980-03-31
WDAY,WORKDAY INC CLASS A,Technology,Software - Application,2012-10-12,2022/12/01
ALL,ALLSTATE CORP,Financial Services,Insurance - Property & Casualty,1993-06-03,1995-07-13
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Cyclical,Travel Services,1993-04-28,2014-12-05
GWW,WW GRAINGER INC,Industrials,Industrial Distribution,1973-02-21,1981-06-30
NU,NU HOLDINGS LTD CLASS A,Financial Services,Banks - Regional,2021-12-09,
KMI,KINDER MORGAN INC,Energy,Oil & Gas Midstream,2011-02-11,2012-05-25
FICO,FAIR ISAAC CORP,Technology,Software - Application,1987-07-22,2023-03-20
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Aerospace & Defense,1981-12-31,2008-09-22
CCI,CROWN CASTLE INC,Real Estate,REIT - Specialty,1998-08-18,2012-03-14
MET,METLIFE INC,Financial Services,Insurance - Life,2000-04-05,2000-12-11
ROST,ROSS STORES INC,Consumer Cyclical,Apparel Retail,1985-08-08,2009-12-21
KMB,KIMBERLY CLARK CORP,Consumer Defensive,Household & Personal Products,1980-03-17,1957-03-04
CPRT,COPART INC,Industrials,Specialty Business Services,1994-03-17,2018-07-02
CMI,CUMMINS INC,Industrials,Specialty Industrial Machinery,1973-02-21,1965-03-31
PAYX,PAYCHEX INC,Technology,Software - Application,1983-08-26,1998-10-01
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Utilities - Regulated Electric,1980-01-02,1957-03-04
FAST,FASTENAL,Industrials,Industrial Distribution,1987-08-20,2008-09-15
APP,APPLOVIN CORP CLASS A,Technology,Software - Application,2021-04-15,
MSCI,MSCI INC,Financial Services,Financial Data & Stock Exchanges,2007-11-15,2018-04-04
PRU,PRUDENTIAL FINANCIAL INC,Financial Services,Insurance - Life,2001-12-13,2002-07-22
PWR,QUANTA SERVICES INC,Industrials,Engineering & Construction,1998-02-12,2009-07-01
LNG,CHENIERE ENERGY INC,Energy,Oil & Gas Midstream,1994-04-04,
KVUE,KENVUE INC,Consumer Defensive,Household & Personal Products,2023-05-04,2023-08-25
PCG,PG&E CORP,Utilities,Utilities - Regulated Electric,1972-06-01,2022-10-03
VST,VISTRA CORP,Utilities,Utilities - Independent Power Producers,2016-10-05,2024-05-08
CTVA,CORTEVA INC,Basic Materials,Agricultural Inputs,2019-05-24,2019-06-03
AME,AMETEK INC,Industrials,Specialty Industrial Machinery,1984-07-19,2013-09-23
VLO,VALERO ENERGY CORP,Energy,Oil & Gas Refining & Marketing,1982-01-04,2002-12-20
LEN,LENNAR A CORP CLASS A,Consumer Cyclical,Residential Construction,1980-03-17,2005-10-04
RSG,REPUBLIC SERVICES INC,Industrials,Waste Management,1998-07-01,2008-12-05
F,FORD MOTOR CO,Consumer Cyclical,Auto Manufacturers,1972-06-01,1957-03-04
HWM,HOWMET AEROSPACE INC,Industrials,Aerospace & Defense,2016-11-01,2016-10-21
CBRE,CBRE GROUP INC CLASS A,Real Estate,Real Estate Services,2004-06-10,2006-11-10
EA,ELECTRONIC ARTS INC,Communication Services,Electronic Gaming & Multimedia,1989-09-20,2002-07-22
SQ,BLOCK INC CLASS A,Technology,Software - Infrastructure,2015-11-19,
EW,EDWARDS LIFESCIENCES CORP,Healthcare,Medical Devices,2000-03-27,2011-04-01
FERG,FERGUSON ENTERPRISES INC,Industrials,Industrial Distribution,2010-01-05,
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Trucking,1991-10-24,2019-12-09
OTIS,OTIS WORLDWIDE CORP,Industrials,Specialty Industrial Machinery,2020-03-19,2020-04-03
MCHP,MICROCHIP TECHNOLOGY INC,Technology,Semiconductors,1993-03-19,2007-09-07
EXC,EXELON CORP,Utilities,Utilities - Regulated Electric,1973-05-02,1957-03-04
VRT,VERTIV HOLDINGS CLASS A,Industrials,Electrical Equipment & Parts,2018-08-02,
IR,INGERSOLL RAND INC,Industrials,Specialty Industrial Machinery,2017-05-12,2020-03-03
VRSK,VERISK ANALYTICS INC,Industrials,Consulting Services,2009-10-07,2015-10-08
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Healthcare,Health Information Services,2022-12-15,2023-01-04
A,AGILENT TECHNOLOGIES INC,Healthcare,Diagnostics & Research,1999-11-18,2000-06-05
MSTR,MICROSTRATEGY INC CLASS A,Technology,Software - Application,1998-06-11,
BKR,BAKER HUGHES CLASS A,Energy,Oil & Gas Equipment & Services,1987-04-06,2017-07-07
IT,GARTNER INC,Technology,Information Technology Services,1993-10-05,2017-04-05
GIS,GENERAL MILLS INC,Consumer Defensive,Packaged Foods,1980-03-17,1957-03-04
COR,CENCORA INC,Healthcare,Medical Distribution,1995-04-04,2001-08-30
MNST,MONSTER BEVERAGE CORP,Consumer Defensive,Beverages - Non-Alcoholic,1985-12-09,2012-06-28
SYY,SYSCO CORP,Consumer Defensive,Food Distribution,1973-05-08,1986-12-31
DDOG,DATADOG INC CLASS A,Technology,Software - Application,2019-09-19,2022/12/01
HES,HESS CORP,Energy,Oil & Gas E&P,1980-03-17,1984-05-31
XEL,XCEL ENERGY INC,Utilities,Utilities - Regulated Electric,1973-02-21,1957-03-04
DFS,DISCOVER FINANCIAL SERVICES,Financial Services,Credit Services,2007-06-14,2007-07-02
DAL,DELTA AIR LINES INC,Industrials,Airlines,2007-05-03,2013-09-11
KR,KROGER,Consumer Defensive,Grocery Stores,1962-01-02,1957-03-04
IQV,IQVIA HOLDINGS INC,Healthcare,Diagnostics & Research,2013-05-09,2017-08-29
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Technology,Information Technology Services,1998-06-19,2006-11-17
YUM,YUM BRANDS INC,Consumer Cyclical,Restaurants,1997-09-17,1997-10-06
KDP,KEURIG DR PEPPER INC,Consumer Defensive,Beverages - Non-Alcoholic,2008-05-07,2022-06-21
TRGP,TARGA RESOURCES CORP,Energy,Oil & Gas Midstream,2010-12-07,2022-10-12
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Defensive,Beverages - Brewers,1992-03-17,2005-07-01
GLW,CORNING INC,Technology,Electronic Components,1981-12-31,1995-02-27
IRM,IRON MOUNTAIN INC,Real Estate,REIT - Specialty,1996-02-01,2009-01-06
VMC,VULCAN MATERIALS,Basic Materials,Building Materials,1973-02-21,1999-06-30
MLM,MARTIN MARIETTA MATERIALS INC,Basic Materials,Building Materials,1994-02-17,2014-07-02
SNOW,SNOWFLAKE INC CLASS A,Technology,Software - Application,2020-09-16,
LULU,LULULEMON ATHLETICA INC,Consumer Cyclical,Apparel Retail,2007-07-27,2023-10-18
MPWR,MONOLITHIC POWER SYSTEMS INC,Technology,Semiconductors,2004-11-19,2021-02-12
ACGL,ARCH CAPITAL GROUP LTD,Financial Services,Insurance - Diversified,1995-09-14,2022-11-01
ED,CONSOLIDATED EDISON INC,Utilities,Utilities - Regulated Electric,1962-01-02,1957-03-04
COIN,COINBASE GLOBAL INC CLASS A,Financial Services,Financial Data & Stock Exchanges,2021-04-14,
RMD,RESMED INC,Healthcare,Medical Instruments & Supplies,1995-06-02,2017-07-26
DOW,DOW INC,Basic Materials,Chemicals,2019-03-20,2019-04-01
HPQ,HP INC,Technology,Computer Hardware,1962-01-02,1974-12-31
DD,DUPONT DE NEMOURS INC,Basic Materials,Specialty Chemicals,1972-06-01,2019-04-02
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,REIT - Industrial,2004-08-16,2016-01-19
NUE,NUCOR CORP,Basic Materials,Steel,1980-03-17,1985-04-30
ALNY,ALNYLAM PHARMACEUTICALS INC,Healthcare,Biotechnology,2004-06-01,
DELL,DELL TECHNOLOGIES INC CLASS C,Technology,Computer Hardware,2016-08-17,2024-09-23
IDXX,IDEXX LABORATORIES INC,Healthcare,Diagnostics & Research,1991-06-21,2017-01-05
FANG,DIAMONDBACK ENERGY INC,Energy,Oil & Gas E&P,2012-10-12,2018-12-03
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Oil & Gas E&P,1981-12-31,1957-03-04
ETR,ENTERGY CORP,Utilities,Utilities - Regulated Electric,1972-06-01,1957-03-04
VICI,VICI PPTYS INC,Real Estate,REIT - Diversified,2018-01-02,2022-06-08
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Railroads,1995-06-16,2019-02-27
CNC,CENTENE CORP,Healthcare,Healthcare Plans,2001-12-13,2016-03-30
EFX,EQUIFAX INC,Industrials,Consulting Services,1980-03-17,1997-06-19
MTB,M&T BANK CORP,Financial Services,Banks - Regional,1980-03-17,2004-02-23
HIG,HARTFORD FINANCIAL SERVICES GROUP,Financial Services,Insurance - Property & Casualty,1995-12-15,1957-03-04
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,REIT - Residential,1994-03-11,2007-01-10
EIX,EDISON INTERNATIONAL,Utilities,Utilities - Regulated Electric,1973-05-03,1957-03-04
WTW,WILLIS TOWERS WATSON PLC,Financial Services,Insurance Brokers,2001-06-12,2016-01-05
HUM,HUMANA INC,Healthcare,Healthcare Plans,1981-12-31,2012-12-10
VEEV,VEEVA SYSTEMS INC CLASS A,Healthcare,Health Information Services,2013-10-16,
ARES,ARES MANAGEMENT CORP CLASS A,Financial Services,Asset Management,2014-05-02,
GRMN,GARMIN LTD,Technology,Scientific & Technical Instruments,2000-12-08,2012-12-12
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication Services,Telecom Services,2010-01-05,2016-09-08
AXON,AXON ENTERPRISE INC,Industrials,Aerospace & Defense,2001-06-19,2023-05-04
WEC,WEC ENERGY GROUP INC,Utilities,Utilities - Regulated Electric,1980-03-17,2008-10-31
NDAQ,NASDAQ INC,Financial Services,Financial Data & Stock Exchanges,2002-07-01,2008-10-22
